username,handle,full_text,time,cleaned_tweet,translated_tweet,textblob_sentiment
"Dharu Kusuma Hady
@dharukusumahady
·
Dec 20, 2013",,"Udah ngerasain semua ketiga varian #Indomie Taste of Asia & semuanya enak! Tom Yum ala Thailand, Laksa ala Singapore, & Bulgogi ala Korea!",2013-12-19T20:35:31.000Z,udah ngerasain ketiga varian indomie taste of asia enak tom yum ala thailand laksa ala singapore bulgogi ala korea,"I've tasted all three variants of Indomie Taste of Asia, delicious Thai-style tom yum, Singapore-style laksa, Korean-style bulgogi",positive
"Ping Ping 周秀萍
@pingpingmee
·
Jan 7, 2014",,"Maknyusss ini sungguh sungguh sangat sekali..
#indomie #kalduayam #seleraku (at BUMI RAYA GROUP Building) [pic] — https://path.com/p/1339qt",2014-01-07T11:17:57.000Z,maknyusss sungguh sungguh indomie kalduayam seleraku at bumi raya group building pic,maknyusss really my taste of indomie chicken broth at bumi raya group building pic,negative
"𝒮𝒾𝓃𝓉𝒶 𝒜𝓎𝓊 ℛ
@rsintaayu26
·
Jan 18, 2014",,#indomie#mikeritinggorengspesial http://instagram.com/p/jTAWWKx8nj/,2014-01-18T04:34:27.000Z,indomie mikeritinggorengspesial,Indomie special fried curly noodles,positive
"Dharu Kusuma Hady
@dharukusumahady
·
Dec 31, 2013",,"Di #Alfamart banyak koq itu #Indomie Taste of Asia... RT 
@sherlynoviana
: dimandose tuh belinya bang?",2013-12-30T16:46:44.000Z,alfamart koq indomie taste of asia rt sherlynoviana dimandose tuh belinya bang,"Alfamart, why did Indomie Taste of Asia RT Sherly Noviana buy it bro?",neutral
"Ayub 3:14
@tingnongtingcer
·
Nov 19, 2013",,#Indomie seleraku.,2013-11-19T09:03:25.000Z,indomie seleraku,Indomie is my taste,neutral
"Nicky♪
@Nicky_Fernando
·
Nov 24, 2013",,Mari memasak...#indomie :D,2013-11-24T06:34:08.000Z,mari memasak indomie d,let's cook indomie d,neutral
"王利方
@czar_sun
·
Oct 29, 2013",,Indomie seleraku :) #halifax #canada #indomie #indofood,2013-10-28T17:54:24.000Z,indomie seleraku halifax canada indomie indofood,indomie my taste halifax canada indomie indofood,neutral
"Nakoniwtahci'
@ichat_WIN
·
Nov 24, 2013",,"Ba ilang tdi ng jems.. RT 
@Nicky_Fernando
: Mari memasak...#indomie :D",2013-11-24T06:38:06.000Z,ba ilang tdi ng jem rt nicky fernando mari memasak indomie d,ba ilang tdi ng jem rt nicky fernando let's cook indomie d,neutral
username,handle,content,time,content,content,neutral
"ʷᵃ || 
@neirahiwa
·
Oct 22, 2013",,Menu spesial buatan Ibu sore ini: Mie Rebus Gule Sapi :9 #indomie #kreasi,2013-10-22T09:33:49.000Z,menu spesial buatan sore mie rebus gule sapi 9 indomie kreasi,"special menu made in the afternoon, beef gule boiled noodles, 9 Indomie creations",positive
"Ahmad Muklason
@cakshon
·
Nov 14, 2013",,Indomie : masih seleraku...... #dinner #indonesianfood #indomie #noodle #rendang http://instagram.com/p/gqYyr2refI/,2013-11-13T16:57:54.000Z,indomie seleraku dinner indonesianfood indomie noodle rendang,"Indomie, my taste, dinner, Indonesianfood, Indomie Noodle Rendang",neutral
"Ino
@mbak_Ino
·
Dec 2, 2013",,sahabat di kala hujan  #food #indomie #seleraku #mie #kariayam #telur #endes_mak #perfect #buat… http://instagram.com/p/hattq4t5oG/,2013-12-02T11:24:32.000Z,sahabat hujan food indomie seleraku mie kariayam telur endes mak perfect,"Rain's friend, Indomie food, my taste is Emak's endes chicken egg curry noodles, perfect",positive
"Ahmad Muklason
@cakshon
·
Nov 15, 2013",,"Yah Indomie Lagi, Indomie Lagi :-O #indonesianfood #indomie #noodle #dinner #bukapuasa http://instagram.com/p/gs-qMeLeUv/",2013-11-14T17:07:23.000Z,yah indomie indomie o indonesianfood indomie noodle dinner bukapuasa,yeah indomie indomie o indonesianfood indomie noodle dinner iftar,neutral
"ajeng vamellia
@vamellia
·
Oct 11, 2013",,Duo jumbo #indomie hesviandrisetya #indomiemania http://instagram.com/p/fUKWjVHuPm/,2013-10-11T05:17:22.000Z,duo jumbo indomie hesviandrisetya indomiemania,duo jumbo indomie hesviandrisetya indomiemania,neutral
"Santi Mukti As
@santimukti
·
Nov 12, 2013",,Dinner dadakan.. Oh my... #mydish #indomie http://instagram.com/p/gnrFtioaRL/,2013-11-12T15:38:58.000Z,dinner dadakan oh my mydish indomie,impromptu dinner oh my mydish indomie,neutral
"Dharu Kusuma Hady
@dharukusumahady
·
Dec 1, 2013",,"Menikmati #Indomie Taste of Asia, Mi Kuah Rasa Tom Yum ala Thailand...Serasa terbang ke negeri gajah putih...*Lebay... :D",2013-12-01T10:01:09.000Z,menikmati indomie taste of asia mi kuah tom yum ala thailand serasa terbang negeri gajah putih lebay d,"enjoy the Indomie taste of Asia, Thai style Tom Yum noodles, it feels like flying, the land of white elephants",positive
"#GembelElite research
@HartoMalau
·
Nov 27, 2013",,Makan #indomie kak. haha RT @giskerina: Mual -_-,2013-11-26T17:57:00.000Z,makan indomie kak haha rt giskerina mual,eat indomie sis haha ​​rt giskerina nauseous,positive
"Yofieta Cahya Amara
@Drarraa
·
Nov 1, 2013",,"Adekkkk -....--@novimarwah11: pengen indomie rasa semur jengkol (˘̩̩̩.˘̩̩̩ƪ) #indomie""",2013-11-01T10:49:21.000Z,adekkkk novimarwah11 pengen indomie semur jengkol indomie,Novi Marwah 11's younger sister wants Indomie Jengkol stew,positive
"Dharu Kusuma Hady
@dharukusumahady
·
Nov 19, 2013",,"Bikin sarapan dulu ah, lapar! :D #AnakRantau #Indomie #ItsCookingTime",2013-11-19T00:31:56.000Z,bikin sarapan ah lapar d anakrantau indomie itscookingtime,"Make breakfast, Ah, I'm hungry from an overseas Indomie kid, its cooking time",neutral
"ʷᵃ || 
@neirahiwa
·
Oct 22, 2013",,"Memang kak~ hihi :9 RT 
@dillaharani
: Kyknya enak tu wa :D (ˆڡˆ) RT neirahiwa: Mie Rebus Gule Sapi :9 #indomie #kreasi",2013-10-22T10:03:20.000Z,kak hihi 9 rt dillaharani kyknya enak tu wa d rt neirahiwa mie rebus gule sapi 9 indomie kreasi,sis hihi 9 rt dillaharani looks delicious wa d rt neirahiwa noodles boiled beef gule 9 indomie creations,positive
"Nandray S.
@nandrays
·
Nov 27, 2013",,#indomie ini patut dicoba loh! Thx Indomie menyelamatkan perut saya pagi ini. [pic] — https://path.com/p/1Xzen5,2013-11-26T19:55:52.000Z,indomie patut dicoba loh thx indomie menyelamatkan perut pagi pic,"Indomie is worth a try, thx Indomie saves your stomach in the morning pic",positive
"#GembelElite research
@HartoMalau
·
Dec 4, 2013",,Ahh.. telat mang.. tos beres hiji. cloter 2 atuh.. :P haha RT @sekarangewok: hiji mang haha RT MalauSay Laperrr... *Terfikir untuk #Indomie.,2013-12-03T17:27:10.000Z,ahh telat mang tos beres hiji cloter 2 atuh p haha rt sekarangewok hiji mang haha rt malausay laperrr terfikir indomie,ahh I'm late high five done hiji cloter 2 atuh p haha ​​rt nowewok hiji mang haha ​​rt malausay laperrr terfikir indomie,positive
"Irvan Putra
@irvansemestanya
·
Nov 23, 2013",,"Akhirnya beli #Indomie rasa vegan dan sate. Kalau dicampur enak nggak ya 
@IndomieLovers
 :P",2013-11-23T11:20:10.000Z,beli indomie vegan sate dicampur enak nggak ya indomielovers p,"buy Indomie vegan satay mixed with delicious or not, indomielovers p",positive
"Legally Rude
@temgold
·
Oct 1, 2013",,"Hahahahahahahaha""
@IceKID777
: 
@temgold
 *Wetin Yuu sabi Cook sef #Indomie""",2013-10-01T13:58:17.000Z,hahahahahahahaha icekid777 temgold wetin yuu sabi cook sef indomie,hahahahahahahaha icekid777 temgold wetin yuu sabi cook sef indomie,neutral
"DT!
@Anindhitaputri
·
Sep 22, 2013",,"Di jakarta..tadi nemu gitu di instagram hehehe""
@brigitaput
: Emg km dimanaa ""
@Anindhitaputri
:  #WTH! #indomie """"",2013-09-22T06:29:43.000Z,jakarta nemu gitu instagram hehehe brigitaput emg km dimanaa anindhitaputri wth indomie,"Jakarta, I found that on Instagram, hehehe Brigitaput, where are you, Anindhitaputri wth Indomie",neutral
"3D
@DeMEX_3D
·
Sep 3, 2013",,My younger bro can consume 2 hungry man packs of #Indomie am S̶̲̥̅Ơ̴̴̴̴̴̴͡ proud of him ,2013-09-03T09:08:58.000Z,my younger bro can consume 2 hungry man pack of indomie am s proud of him,my younger bro can consume 2 hungry man pack of indomie am s proud of him,positive
"Shiera Elena Yovika
@ShieraElena
·
Sep 25, 2013",,"RT 
@mooeilicious
 Siapa yang bisa tahan godaan kalo ada makanan ini? #indomie #mooei http://bit.ly/1h0y1pI",2013-09-25T14:54:25.000Z,rt mooeilicious tahan godaan kalo makanan indomie mooei,rt mooeilicious resist the temptation when it comes to Indomie Mooei food,neutral
username,handle,content,time,content,content,neutral
"DT!
@Anindhitaputri
·
Sep 22, 2013",,"Di jakarta..tadi nemu gitu di instagram hehehe""
@brigitaput
: Emg km dimanaa ""
@Anindhitaputri
:  #WTH! #indomie """"",2013-09-22T06:29:43.000Z,jakarta nemu gitu instagram hehehe brigitaput emg km dimanaa anindhitaputri wth indomie,"Jakarta, I found that on Instagram, hehehe Brigitaput, where are you, Anindhitaputri wth Indomie",neutral
"3D
@DeMEX_3D
·
Sep 3, 2013",,My younger bro can consume 2 hungry man packs of #Indomie am S̶̲̥̅Ơ̴̴̴̴̴̴͡ proud of him ,2013-09-03T09:08:58.000Z,my younger bro can consume 2 hungry man pack of indomie am s proud of him,my younger bro can consume 2 hungry man pack of indomie am s proud of him,positive
"Shiera Elena Yovika
@ShieraElena
·
Sep 25, 2013",,"RT 
@mooeilicious
 Siapa yang bisa tahan godaan kalo ada makanan ini? #indomie #mooei http://bit.ly/1h0y1pI",2013-09-25T14:54:25.000Z,rt mooeilicious tahan godaan kalo makanan indomie mooei,rt mooeilicious resist the temptation when it comes to Indomie Mooei food,neutral
"Ichwanul Fahmi
@FAM_REC
·
Oct 7, 2013",,"Bsbs""
@idfipujonggow
: CLBK (Cinta Lama Bersemi Kembali) #indomie""",2013-10-07T11:15:26.000Z,bsbs idfipujonggow clbk cinta bersemi indomie,bsbs idfipujonggow clbk love blossoms indomie,positive
"Yannuar
@Yannuarmuhamad
·
Sep 27, 2013",,"Itu kesialan gue,mana kesialan lo? #truestory #indomie",2013-09-26T23:56:27.000Z,kesialan gue kesialan lo truestory indomie,"My bad luck, your bad luck, truestory indomie",negative
"Sally Joy McCartney
@infoSALLY
·
Sep 20, 2013",,Terpaksa deh makan makanan putus asa #indomie,2013-09-20T14:35:07.000Z,terpaksa deh makan makanan putus asa indomie,I was forced to eat Indomie desperate food,negative
"Dyah Ayu Indira
@dee_MJane
·
Sep 22, 2013",,"#Indomie soto lbh enk zun RT""
@zunlogan
: kutub utara dingin banget, untung gw lg masak mie sedaap.""",2013-09-22T13:05:50.000Z,indomie soto lbh enk zun rt zunlogan kutub utara dingin banget untung gw lg masak mie sedaap,Indomie Soto is better Zun RT Zun Logan North Pole is really cold luckily I cook delicious noodles,positive
"punya
@ariiippp_
·
Aug 15, 2013",,"selama kemping sarapannya pasti ini "" #mie #noodle #indomie #camp #mounth #food #fresh #delicious… http://instagram.com/p/dCfDLHvwDj/",2013-08-15T15:28:06.000Z,kemping sarapannya mie noodle indomie camp mounth food fresh delicious,The camp breakfast is Indomie Noodle Camp Mounth fresh delicious food,positive
"rcdy
@rcdy_
·
Jul 22, 2013",,jadi kan waktu lebih bermakna #indomie,2013-07-22T11:27:44.000Z,bermakna indomie,means Indomie,neutral
"@mbaktiw
·
Aug 30, 2013",,Mie goreng cakalang ala mie persis #indomie #food #telap12 http://instagram.com/p/do6Df7L-Sy/,2013-08-30T13:36:04.000Z,mie goreng cakalang ala mie persis indomie food telap12,Fried cakalang noodles in the exact style of Indomie Food Telap12,positive
"Santi Mukti As
@santimukti
·
Sep 20, 2013",,Internet for tonight! Enak banget ujan2 gini deh... #indomie #dinner http://instagram.com/p/efEY_HIacX/,2013-09-20T14:24:27.000Z,internet for tonight enak banget ujan2 gini deh indomie dinner,"internet for tonight, the rain is really nice like this, Indomie dinner",positive
"Aken 𝕏
@Agungkenzo
·
Oct 3, 2013",,Satu kurang dua kelebihan #Indomie,2013-10-03T14:00:27.000Z,kelebihan indomie,Indomie's advantages,neutral
"Indri S. Nurazizah
@indrisantikanur
·
Oct 3, 2013",,"Cuma buat anak kost kalee""
@somajoyo
: selalu ada saat mahasiswa kelaparan, tp ga pernah dimasukin dalam lembar terima kasih skripsi #indomie""",2013-10-03T02:21:33.000Z,anak kost kalee somajoyo mahasiswa kelaparan tp ga dimasukin lembar terima kasih skripsi indomie,Kalee Simojoyo's boarding house students are hungry but the Indomie thesis thank-you sheet wasn't included,neutral
"a n i t a
@anitatambak
·
Aug 23, 2013",,jauhkan aku dari pencobaan ini oh #indomie :|,2013-08-23T13:09:00.000Z,jauhkan pencobaan oh indomie,keep away temptation oh indomie,neutral
"Rara
@Raraahmad1897
·
Sep 24, 2013",,"Asekkk haha :D ""
@Dodonkkkk
: 
@RM_Iman
 asek dah iman cerita nya, ini cerita imanmo, cerita lo apa ? #indomie""",2013-09-24T15:44:34.000Z,asekkk haha d dodonkkkk rm iman asek dah iman cerita nya cerita imanmo cerita lo indomie,asekkk haha ​​d dodonkkkk rm iman asek dah iman his story imanmo story your story indomie,positive
"Kucing Besar
@kucingbesar90
·
Sep 16, 2013",,kenapa racun itu enak? #indomie,2013-09-16T02:36:41.000Z,racun enak indomie,Indomie delicious poison,positive
"ً
@KIMYERRl
·
Jul 22, 2013",,"ujan-dingin begini tuh paling enak ... makan mie panas"" diirisin cabe,tomat,saos,kerupuk!!! beeehhhh #indomie kari ayam :D",2013-07-22T02:34:38.000Z,ujan dingin tuh enak makan mie panas diirisin cabe tomat saos kerupuk beeehhhh indomie kari ayam d,cold rain is delicious to eat hot noodles filled with chili tomatoes with cracker sauce beeehhhh Indomie chicken curry d,positive
"IWayanAgusSuandana
@MrSuandanaa
·
Sep 25, 2013",,Aku kangen ini : #Indomie :)))) (with Debora) [pic] — https://path.com/p/S2h43,2013-09-25T04:34:26.000Z,kangen indomie with debora pic,miss indomie with debora pic,neutral
"Anung Awalia
@Lianurimanda
·
Oct 1, 2013",,"alhamdulillah, akhirnya bisa bikin #Indomie goreng lombok ijo d kamar kost , sangat nikmat n bersyukur :D 
@dinaruji
  
@tedimo",2013-10-01T06:41:19.000Z,alhamdulillah bikin indomie goreng lombok ijo d kamar kost nikmat n bersyukur d dinaruji tedimo,"Thank God, I made fried Indomie Lombok Ijo in my boarding room, it was delicious and I was grateful for Dinaruji Tedimo",positive
"Shellen D
@boncheur
·
Jun 24, 2013",,Jemnya #indomie RASAKAN!! Hahahaha,2013-06-24T14:14:07.000Z,jemnya indomie rasakan hahahaha,I feel the jam of Indomie hahahaha,positive
username,handle,content,time,content,content,neutral
"Anung Awalia
@Lianurimanda
·
Oct 1, 2013",,"alhamdulillah, akhirnya bisa bikin #Indomie goreng lombok ijo d kamar kost , sangat nikmat n bersyukur :D 
@dinaruji
  
@tedimo",2013-10-01T06:41:19.000Z,alhamdulillah bikin indomie goreng lombok ijo d kamar kost nikmat n bersyukur d dinaruji tedimo,"Thank God, I made fried Indomie Lombok Ijo in my boarding room, it was delicious and I was grateful to Dinaruji Tedimo",positive
"Shellen D
@boncheur
·
Jun 24, 2013",,Jemnya #indomie RASAKAN!! Hahahaha,2013-06-24T14:14:07.000Z,jemnya indomie rasakan hahahaha,I feel the jam of Indomie hahahaha,positive
"Bachtiarr
@masbabah
·
Jun 3, 2013",,"Mie Instan, penemuan terhebat abad 20. RT 
@KrisPatPat
: Happiness is simple! #Indomie https://pic.x.com/auuclekgfp",2013-06-03T01:54:31.000Z,mie instan penemuan terhebat abad 20 rt krispatpat happiness is simple indomie,"Instant noodles, the greatest invention of the 20th century, RT Krispatpat, happiness is simple, Indomie",positive
"Genuine Ink
@michael0ng
·
Jun 20, 2013",,"Ada yang tahu, kenapa orang indonesia suka sekali makan #indomie ? #tanya dong ?",2013-06-20T01:09:58.000Z,orang indonesia suka makan indomie,Indonesian people like to eat Indomie,neutral
"Efya Owusua
@DebbieRhymes
·
Jul 6, 2013",,"Yea:) RT 
@B2knana
: SAAAH RT""Efya_Owusua: Later in the evening..... #indomie""",2013-07-05T17:22:15.000Z,yea rt b2knana saaah rt efya owusua later in the evening indomie,yea rt b2knana saaah rt efya owusua later in the evening indomie,neutral
"cosboy
@ovisantra
·
Jul 18, 2013",,Nanti sahur makan #Spaggeti Indonesia lagi dah --______-- #Indomie !!,2013-07-18T15:04:01.000Z,sahur makan spaggeti indonesia dah indomie,Sahur eat Indonesian spaghetti and Indomie,neutral
"VOUSMEVOYEZ
@kakabidaa
·
Jul 2, 2013",,Hidup ga jauh-jauh dari..... #indomie,2013-07-02T07:09:52.000Z,hidup ga indomie,I'm not living Indomie,neutral
"Genuine Ink
@michael0ng
·
Jun 20, 2013",,"RT ""
@chykaadinda
: murah dan enak:9RT“
@michael0ng
: Ada yang tahu, kenapa orang indonesia suka sekali makan #indomie ? #tanya dong ?”""",2013-06-20T01:22:13.000Z,rt chykaadinda murah enak 9rt michael0ng orang indonesia suka makan indomie,rt chyka adinda cheap delicious 9rt michael 0ng Indonesian people like to eat Indomie,positive
"Dita Kusuma Wardani
@ditaditaditaa
·
Jun 27, 2013",,Apa daya ngga ada yang lain #indomie,2013-06-27T11:38:21.000Z,daya ngga indomie,Indomie no power,neutral
"Efya Owusua
@DebbieRhymes
·
Jul 6, 2013",,"Lol RT 
@B2knana
: WAY3 ADE3 PAA RT""Efya_Owusua: Yea:) RT 
@B2knana
: SAAAH RT""Efya_Owusua: Later in the evening..... #indomie""""",2013-07-05T17:26:39.000Z,lol rt b2knana way3 ade3 paa rt efya owusua yea rt b2knana saaah rt efya owusua later in the evening indomie,lol rt b2knana way3 ade3 paa rt efya owusua yea rt b2knana saaah rt efya owusua later in the evening indomie,positive
"Genuine Ink
@michael0ng
·
Jun 20, 2013",,"RT ""@NaomiTehillahS_: Rasanya enak trus murah lagi. RT 
@michael0ng
: Ada yang tahu, kenapa orang indonesia suka sekali makan #indomie ?",2013-06-20T01:22:33.000Z,rt naomitehillahs enak trus murah rt michael0ng orang indonesia suka makan indomie,rt naomi tehillah delicious and cheap rt michael 0ng Indonesian people like to eat indomie,positive
"Tay
@speak2me__
·
Jun 27, 2013",,Gawat jam segini perut nagih #indomie,2013-06-27T15:55:04.000Z,gawat jam segini perut nagih indomie,"It's really bad at this time, my stomach is craving Indomie",negative
"S.MelyarniNainggolan
@samotnainggolan
·
Jul 6, 2013",,"#indomie RT 
@Andi_tindaon
: Apa cerita kalian ?",2013-07-06T10:29:55.000Z,indomie rt andi tindaon cerita,indomie rt andi tindaon story,neutral
"Babo
@B2knana
·
Jul 6, 2013",,"WAY3 ADE3 PAA RT""@Efya_Owusua: Yea:) RT 
@B2knana
: SAAAH RT""Efya_Owusua: Later in the evening..... #indomie""""",2013-07-05T17:24:44.000Z,way3 ade3 paa rt efya owusua yea rt b2knana saaah rt efya owusua later in the evening indomie,way3 ade3 paa rt efya owusua yea rt b2knana saaah rt efya owusua later in the evening indomie,neutral
"IG:fatymah_gora
@phartytiey
·
Jul 8, 2013",,"Ehmana""@its_Emmelex: Kwadayi alaji 
@phartytiey
: Zan ci""
@Zainabindomie
: Am cooking my favourite food #indomie""""",2013-07-07T19:03:15.000Z,ehmana it emmelex kwadayi alaji phartytiey zan ci zainabindomie am cooking my favourite food indomie,ehmana it emmelex kwadayi alaji phartytiey zan ci zainabindomie am cooking my favorite food indomie,positive
"IG:fatymah_gora
@phartytiey
·
Jul 8, 2013",,"Lmao!kk toh""@Mss_Xangina: Hahahha, sai kije kuci ai""
@phartytiey
: Zan ci""
@Zainabindomie
: Am cooking my favourite food #indomie""""""",2013-07-07T18:53:23.000Z,lmao kk ms xangina hahahha sai kije kuci ai phartytiey zan ci zainabindomie am cooking my favourite food indomie,lmao kk ms xangina hahahha sai kije kuci ai phartytiey zan ci zainabindomie am cooking my favorite food indomie,positive
