full_text,time,cleaned_tweet,sentiment,textblob_sentiment
content,time,content,neutral,neutral
Semoga #indomie rebus telor+bakso+rawit tadi bisa bikin idung lega #minumobat #hap,2011-07-21T18:16:27.000Z,semoga indomie rebus telor bakso rawit bikin idung lega minumobat hap,neutral,neutral
"Situasi saat ini: @umamkhaerul_12 tidur, 
@arizinghell
 makan #indomie n @suryosama masih koprol",2011-07-09T20:26:19.000Z,situasi umamkhaerul_12 tidur arizinghell makan indomie n suryosama koprol,positive,neutral
masuk MURI? RT @FafaPlow: Gone in 60 seconds. #indomie #lapersih,2011-07-15T08:52:58.000Z,masuk muri rt fafaplow gone in 60 second indomie lapersih,negative,neutral
wangi nya bikin gua laperr #INDOMIE,2011-07-19T14:02:30.000Z,wangi nya bikin gua laperr indomie,negative,neutral
ChefJuna: Pastry itu susah! | nah lho! Aku bikin #indomie goreng ae wes qiqiqiq,2011-07-24T11:18:01.000Z,chefjuna pastry susah lho bikin indomie goreng ae wes qiqiqiq,positive,neutral
""" Wisata GRATIS Kementerian Pariwisata dan Kebudayaan Indonesia, Mau?"" di Facebook dah kayak iklan #indomie campur cendol #freak",2011-07-10T16:09:17.000Z,wisata gratis kementerian pariwisata kebudayaan indonesia facebook dah kayak iklan indomie campur cendol freak,positive,neutral
"setiap tetanggaku ada yg meninggal,aku selalu senang,karena pulang tahlilan ak dpt #indomie,andai saja tiap hr tetanggaku ada yg mati pasti",2011-07-20T09:10:19.000Z,tetanggaku yg meninggal senang pulang tahlilan ak dpt indomie andai hr tetanggaku yg mati,positive,neutral
"RT 
@GalauGokil
: Lapar n' Galau , mau #indomie pake #taro ~",2011-07-07T20:19:48.000Z,rt galaugokil lapar n galau indomie pake taro,positive,neutral
Suatu mlam q jln dg pcarku. Tiba2 prutku lapar. Uang pun tak ada. Jd kujual saja pcarku utk beli sbngkus #indomie. Ini critaku. Klo kmu?,2011-07-09T06:07:57.000Z,mlam q jln dg pcarku tiba2 prutku lapar uang jd kujual pcarku utk beli sbngkus indomie critaku klo kmu,positive,neutral
"indomi jgn pke susuk y XD RT 
@verenayunita
 promo, spy #indomie makin mendunia wkwkw !!",2011-07-17T17:19:36.000Z,indomi jgn pke susuk y xd rt verenayunita promo spy indomie mendunia wkwkw,positive,neutral
"Ini bebep ku 
@helziacaesar
, mana bebep mu? #indomie (>ˆ▽ˆ)> ωªªκªªκªª <(ˆ▽ˆ<) gue",2011-07-17T09:03:59.000Z,bebep ku helziacaesar bebep mu indomie ˆ ˆ ωªªκªªκªª ˆ ˆ gue,neutral,neutral
"Bingung memutuskan, rebus apa goreng ya? #indomie",2011-07-24T04:19:07.000Z,bingung memutuskan rebus goreng ya indomie,negative,neutral
"(¬_¬"") RT @irfanipeeeng: sebut sja namany si Poland, dia mencuri pyungku kmrn shngga ak pun tdk bs mbeli #indomie saat hujan krna payung",2011-07-17T14:11:57.000Z,_ rt irfanipeeeng sja namany si poland mencuri pyungku kmrn shngga ak tdk b mbeli indomie hujan krna payung,positive,neutral
"LOL ""
@haveell
: Dulu pas blm punya lemari, semua baju sy taro di kardus #indomie ..ini ceritaku..apa ceritamu?",2011-07-16T03:28:23.000Z,lol haveell pa blm lemari baju sy taro kardus indomie ceritaku ceritamu,neutral,positive
Brb warung depan beli #Indomie~,2011-07-24T06:48:38.000Z,brb warung beli indomie,neutral,neutral
"kalian bersekongkol~ lgan mana ada dsni T.T RT @JuliuzYeah: RT 
@verenayunita
: #INDOMIE ! wkwk RT 
@rianariani
 sepertinya makanannya gak enak",2011-07-18T03:59:07.000Z,bersekongkol lgan dsni t t rt juliuzyeah rt verenayunita indomie wkwk rt rianariani makanannya gak enak,positive,neutral
"RT 
@GalauGokil
: rada maksa sih..tapi #indomie pakai #KEJU kayanya enak, serasa bule galau #GG",2011-07-07T16:15:14.000Z,rt galaugokil rada maksa sih indomie pakai keju kayanya enak serasa bule galau gg,positive,neutral
wareg :) RT @jati_nc: #indomie meneehhh..,2011-07-04T05:11:04.000Z,wareg rt jati_nc indomie meneehhh,neutral,neutral
"Haha bersambung yung! -_-' RT 
@ferdykanz
: Cuma itu ceritamu? #indomie ""
@ryanaSrizky
: Ngindomie bareng @richa_abadiƪ(˘ڡ˘)ʃ""",2011-07-07T04:23:35.000Z,haha bersambung yung _ rt ferdykanz ceritamu indomie ryanasrizky ngindomie bareng richa_abadiƪ ڡ ʃ,neutral,positive
"Dulu tiap ada bola papa selalu bangunin aku...tapi ngebanguninnya cuma untuk disuruh bikinin #Indomie. Itu ceritaku, apa ceritamu?",2011-07-06T14:24:11.000Z,bola papa bangunin ngebanguninnya disuruh bikinin indomie ceritaku ceritamu,negative,neutral
mending beli yang bagus daripada yg goreng mahal RT @heloritul: kenapa harga #Indomie goreng jadi naek sih *gakNyante -___-,2011-07-02T00:46:23.000Z,mending beli bagus yg goreng mahal rt heloritul harga indomie goreng naek sih gaknyante ___,positive,neutral
beres mandi.....pengen #indomie x),2011-07-07T09:58:29.000Z,beres mandi pengen indomie x,neutral,neutral
"waktu itu aku masak #indomie, setelah mienya masak aku baru sdar kalo itu mie sedaap.. Ini ceritaku apa ceritamu?",2011-07-07T18:34:14.000Z,masak indomie mienya masak sdar kalo mie sedaap ceritaku ceritamu,neutral,neutral
"dl waktu banjir ayahku lebih memilih menyelamatkan sekardus indomie drpd menyelamatkan ak.. itu cerita #indomie ku,apa ceritamu?",2011-07-07T08:12:39.000Z,dl banjir ayahku memilih menyelamatkan sekardus indomie drpd menyelamatkan ak cerita indomie ku ceritamu,positive,neutral
RT @Alya_FamelaTS: Menyebalkan bila lapar tengah malam gk ada makanan. terpaksa #indomie :(,2011-07-03T18:38:34.000Z,rt alya_famelats menyebalkan lapar malam gk makanan terpaksa indomie,positive,neutral
"#exit heula ah , beuteung aing #galau , :dance #indomie  di #sanguaaan :D http://twitpic.com/5m40at",2011-07-06T16:29:11.000Z,exit heula ah beuteung aing galau dance indomie sanguaaan d,negative,neutral
Ketika aku lagi TINGGI perut ku lapar :( .. Trus aku lihat dikulkas ternyata ada #INDOMIE wah senangnya .. Ini cerita ku bagaimana dgn km?,2011-07-06T22:16:03.000Z,perut ku lapar trus lihat dikulkas indomie senangnya cerita ku dgn km,positive,neutral
content,time,content,neutral,neutral
beres mandi.....pengen #indomie x),2011-07-07T09:58:29.000Z,beres mandi pengen indomie x,neutral,neutral
"waktu itu aku masak #indomie, setelah mienya masak aku baru sdar kalo itu mie sedaap.. Ini ceritaku apa ceritamu?",2011-07-07T18:34:14.000Z,masak indomie mienya masak sdar kalo mie sedaap ceritaku ceritamu,neutral,neutral
"dl waktu banjir ayahku lebih memilih menyelamatkan sekardus indomie drpd menyelamatkan ak.. itu cerita #indomie ku,apa ceritamu?",2011-07-07T08:12:39.000Z,dl banjir ayahku memilih menyelamatkan sekardus indomie drpd menyelamatkan ak cerita indomie ku ceritamu,positive,neutral
RT @Alya_FamelaTS: Menyebalkan bila lapar tengah malam gk ada makanan. terpaksa #indomie :(,2011-07-03T18:38:34.000Z,rt alya_famelats menyebalkan lapar malam gk makanan terpaksa indomie,positive,neutral
"#exit heula ah , beuteung aing #galau , :dance #indomie  di #sanguaaan :D http://twitpic.com/5m40at",2011-07-06T16:29:11.000Z,exit heula ah beuteung aing galau dance indomie sanguaaan d,negative,neutral
Ketika aku lagi TINGGI perut ku lapar :( .. Trus aku lihat dikulkas ternyata ada #INDOMIE wah senangnya .. Ini cerita ku bagaimana dgn km?,2011-07-06T22:16:03.000Z,perut ku lapar trus lihat dikulkas indomie senangnya cerita ku dgn km,positive,neutral
#indomie meneehhh..,2011-07-04T05:04:02.000Z,indomie meneehhh,neutral,neutral
"Dlu sewaktu ada prtndingan bola papa slalu ngebangunin aku dan msak indomie, lalu saat mau nton bru sdar klo kita gapunya TV! #Indomie #KH",2011-07-05T14:17:38.000Z,dlu prtndingan bola papa slalu ngebangunin msak indomie nton bru sdar klo gapunya tv indomie kh,neutral,neutral
"#tambahan Memasak #Indomie Secara geriliya RT 
@miwwa
: Gara-gara nonton #MasterChefIndo jadi pengen berlagak jadi koki. Sayangnya yang bisa",2011-07-03T13:29:28.000Z,tambahan memasak indomie geriliya rt miwwa gara gara nonton masterchefindo pengen berlagak koki sayangnya,positive,neutral
RT @islambilhaqy: geus ah sare... sekian ceritaku. ceritamu? isuk deui #indomie,2011-07-02T19:32:29.000Z,rt islambilhaqy geus ah sare sekian ceritaku ceritamu isuk deui indomie,negative,neutral
"Sabar yah :) RT 
@bobotohjogja
: derita euy lain cerita wkwkw -> lalu si mamah menyiramku dengan kuah #INDOMIE RT @shellysuchao",2011-07-02T03:50:21.000Z,sabar yah rt bobotohjogja derita euy cerita wkwkw si mamah menyiramku kuah indomie rt shellysuchao,positive,neutral
"via 
@trisha_putri
: Dlu, wkt msh dipenjara, pling kngn sm #Indomie. Tp disna ga ada kmpor. Jd cara msak'nya; ms… (cont) http://deck.ly/~DCvet",2011-07-02T08:10:18.000Z,via trisha_putri dlu wkt msh dipenjara pling kngn sm indomie tp disna ga kmpor jd msak nya m cont,negative,neutral
"RT 
@GalauGokil
: rada maksa sih..tapi #indomie pakai #KEJU kayanya enak, serasa bule galau #GG",2011-07-07T20:19:40.000Z,rt galaugokil rada maksa sih indomie pakai keju kayanya enak serasa bule galau gg,positive,neutral
"RT 
@bobotohjogja
: derita euy lain cerita wkwkw -> lalu si mamah menyiramku dengan kuah #INDOMIE RT @shellysuchao Ini ceritaku, apa ceritamu",2011-07-02T03:49:46.000Z,rt bobotohjogja derita euy cerita wkwkw si mamah menyiramku kuah indomie rt shellysuchao ceritaku ceritamu,negative,neutral
#indomie selera ku ;D,2011-07-06T04:14:20.000Z,indomie selera ku d,neutral,neutral
kenapa harga #Indomie goreng jadi naek sih *gakNyante -___-,2011-07-02T00:43:48.000Z,harga indomie goreng naek sih gaknyante ___,negative,neutral
"Ini pada keranjingan #Indomie kali. Twitnya pada bahas indomie --""",2011-06-25T12:04:30.000Z,keranjingan indomie kali twitnya bahas indomie,positive,neutral
"edisi #indomie RT 
@omgugel
: Gak usah sok terbang ke Belanda demi gue deh, situ bukan cerita Indomie. [it's mine? http://bit.ly/mI8jjk ]",2011-06-29T09:27:17.000Z,edisi indomie rt omgugel gak sok terbang belanda gue deh situ cerita indomie it s mine,negative,neutral
"betul #indomie RT 
@cumanNANYA
: #cumanNANYA BETUL atau SALAH kamu suka makan MIE INSTAN ?",2011-06-24T05:03:54.000Z,indomie rt cumannanya cumannanya salah suka makan mie instan,negative,neutral
"dulu pas ada bola ayah selalu bangunin aku, ayah slalu bikinin aku #indomie, tp sejak TVnya di curi ayah tdk pernah buatin #indomie. ini ce",2011-06-27T11:54:32.000Z,pa bola ayah bangunin ayah slalu bikinin indomie tp tvnya curi ayah tdk buatin indomie ce,neutral,neutral
mana ini yg ngajak jalan?? keburu pesen #indomie lg dah..zzz,2011-07-01T14:04:20.000Z,yg ngajak jalan keburu pesen indomie lg dah zzz,neutral,neutral
Marii kakak :)) RT @sintadarmaida: Yuks~RT ericaDORK: Bikin cerita #indomie yuks! Haha,2011-06-28T17:02:44.000Z,marii kakak rt sintadarmaida yuks rt ericadork bikin cerita indomie yuks haha,neutral,positive
"Ieu kocak pisan :D RT 
@FollowBandung
: By 
@HeureuyBandung
: inget basa jeung brdk keur kemping, ninyuh #indomie make ... http://tmi.me/cnUdV",2011-06-30T17:52:40.000Z,ieu kocak pisan d rt followbandung by heureuybandung inget basa jeung brdk keur kemping ninyuh indomie make,neutral,neutral
"RT @ayhaySY: wkwkwk.. cerita #Indomie  d gabungin sama cerita #Dota  di 
@NusaReborn",2011-06-25T03:40:04.000Z,rt ayhaysy wkwkwk cerita indomie d gabungin cerita dota nusareborn,neutral,neutral
"Pa.. Aq di Rumah sakit, aq disiram Ma istri baru Papa2 kuah panas #indomie Pa.. || wow Indomienya rasa soto apa kare? #JLEB #ibuTiri",2011-06-29T10:20:47.000Z,pa aq rumah sakit aq disiram ma istri papa2 kuah panas indomie pa wow indomienya soto kare jleb ibutiri,positive,positive
"waktu itu aku nobar sm si A saking lapernya gkada makanan cm ada #indomie aja yaudah kita masak dh,agak romantis sih. itu crt ku apa crt mu?",2011-06-30T22:44:10.000Z,nobar sm si a saking lapernya gkada makanan cm indomie aja yaudah masak dh romantis sih crt ku crt mu,positive,neutral
